episode, 	score, 	total_loss, 	actor_loss, 	critic_loss, 	entropy
23588, 	1.500000, 	0.414565, 	-0.003091, 	0.004177, 	0.817425
23589, 	0.100000, 	1.005656, 	0.023291, 	0.009824, 	0.820731
23590, 	0.200000, 	0.188734, 	-0.102470, 	0.002913, 	0.824191
23591, 	0.200000, 	0.181257, 	-0.027090, 	0.002084, 	0.825519
23592, 	0.100000, 	0.164916, 	0.044379, 	0.001206, 	0.822084
23593, 	0.100000, 	1.665036, 	-0.074734, 	0.017399, 	0.821087
23594, 	0.200000, 	1.563760, 	-0.082543, 	0.016464, 	0.821876
23595, 	0.000000, 	0.387028, 	-0.015667, 	0.004028, 	0.822064
23596, 	0.700000, 	0.507859, 	-0.103602, 	0.006115, 	0.825065
23597, 	1.000000, 	0.834242, 	-0.063756, 	0.008981, 	0.821810
23598, 	0.100000, 	0.098769, 	-0.013435, 	0.001123, 	0.823751
23599, 	0.100000, 	0.031706, 	0.017781, 	0.000140, 	0.828233
23600, 	0.100000, 	0.461142, 	-0.042900, 	0.005041, 	0.828847
23601, 	0.200000, 	0.055526, 	-0.005381, 	0.000610, 	0.835279
23602, 	0.100000, 	0.352689, 	-0.003696, 	0.003565, 	0.838945
23603, 	1.300000, 	0.945931, 	-0.056813, 	0.010028, 	0.839101
23604, 	0.100000, 	0.055021, 	0.000215, 	0.000549, 	0.839727
23605, 	0.100000, 	1.381460, 	-0.006935, 	0.013885, 	0.839295
23606, 	0.000000, 	0.366953, 	-0.010261, 	0.003773, 	0.839941
23607, 	0.200000, 	0.460298, 	-0.039154, 	0.004995, 	0.841806
23608, 	0.200000, 	0.349474, 	-0.098952, 	0.004485, 	0.837358
23609, 	0.200000, 	0.049364, 	0.001602, 	0.000478, 	0.833452
23610, 	0.300000, 	0.060299, 	-0.018877, 	0.000793, 	0.832579
23611, 	0.100000, 	0.190095, 	-0.051046, 	0.002412, 	0.831673
23612, 	2.500000, 	1.173203, 	-0.178207, 	0.013515, 	0.821286
23613, 	0.200000, 	1.281263, 	-0.101753, 	0.013831, 	0.825853
23614, 	0.000000, 	0.283906, 	-0.079156, 	0.003631, 	0.826441
23615, 	0.300000, 	0.332536, 	0.035995, 	0.002966, 	0.825389
23616, 	0.300000, 	0.215433, 	-0.034720, 	0.002502, 	0.825886
23617, 	0.100000, 	0.036801, 	-0.002802, 	0.000397, 	0.826417
23618, 	0.990000, 	0.462174, 	-0.008142, 	0.004704, 	0.824913
23619, 	1.400000, 	1.141208, 	-0.105028, 	0.012463, 	0.820798
23620, 	0.200000, 	0.842252, 	-0.341597, 	0.011839, 	0.819805
23621, 	0.100000, 	0.908938, 	-0.066267, 	0.009753, 	0.814389
23622, 	2.490000, 	0.895711, 	-0.053455, 	0.009492, 	0.810312
23623, 	0.900000, 	1.144089, 	0.004085, 	0.011401, 	0.814255
23624, 	1.600000, 	0.714425, 	-0.186169, 	0.009007, 	0.821833
23625, 	1.000000, 	0.827137, 	-0.055389, 	0.008826, 	0.819365
23626, 	1.600000, 	1.788840, 	-0.050304, 	0.018392, 	0.817714
23627, 	2.300000, 	0.948206, 	-0.094367, 	0.010427, 	0.823026
23628, 	1.500000, 	2.246447, 	-0.053545, 	0.023001, 	0.824065
23629, 	0.300000, 	0.509417, 	-0.073333, 	0.005828, 	0.825329
23630, 	0.700000, 	1.590349, 	-0.152351, 	0.017428, 	0.825602
23631, 	2.600000, 	3.432670, 	-0.048467, 	0.034812, 	0.826429
23632, 	0.700000, 	0.060688, 	0.002625, 	0.000581, 	0.828031
23633, 	1.800000, 	1.438066, 	-0.101307, 	0.015395, 	0.835084
23634, 	0.100000, 	2.222535, 	-0.097455, 	0.023201, 	0.835411
23635, 	0.800000, 	1.058222, 	-0.075293, 	0.011336, 	0.839240
23636, 	0.100000, 	0.124006, 	-0.028550, 	0.001526, 	0.838837
23637, 	2.000000, 	0.680441, 	-0.016976, 	0.006975, 	0.838693
23638, 	2.600000, 	3.331873, 	0.016646, 	0.033153, 	0.841238
23639, 	1.500000, 	0.778515, 	-0.064746, 	0.008433, 	0.842932
23640, 	0.200000, 	0.611061, 	-0.104888, 	0.007160, 	0.845688
23641, 	1.000000, 	1.600961, 	0.001816, 	0.015992, 	0.836447
23642, 	0.100000, 	2.190140, 	-0.064094, 	0.022543, 	0.836413
23643, 	0.600000, 	1.870913, 	-0.056677, 	0.019277, 	0.835886
23644, 	0.200000, 	0.286856, 	-0.034977, 	0.003219, 	0.838685
23645, 	1.000000, 	0.071347, 	0.009195, 	0.000622, 	0.842570
23646, 	0.300000, 	1.535270, 	-0.138254, 	0.016736, 	0.840249
23647, 	0.100000, 	1.247845, 	-0.044069, 	0.012920, 	0.837490
23648, 	0.100000, 	0.583096, 	-0.018731, 	0.006019, 	0.838384
23649, 	0.100000, 	0.101438, 	0.025630, 	0.000759, 	0.842326
23650, 	0.090000, 	0.766226, 	-0.039852, 	0.008062, 	0.843719
23651, 	0.100000, 	0.579598, 	-0.060411, 	0.006401, 	0.845323
23652, 	0.100000, 	1.297774, 	-0.028381, 	0.013262, 	0.845859
23653, 	0.000000, 	0.109956, 	-0.001764, 	0.001118, 	0.846111
23654, 	0.000000, 	0.186590, 	0.016490, 	0.001702, 	0.846274
23655, 	0.000000, 	0.119733, 	0.002048, 	0.001178, 	0.846652
23656, 	0.000000, 	0.256034, 	0.020356, 	0.002358, 	0.847845
23657, 	0.100000, 	0.767560, 	0.166543, 	0.006011, 	0.850470
23658, 	0.000000, 	0.038418, 	0.008885, 	0.000296, 	0.851574
23659, 	0.000000, 	0.029486, 	-0.005693, 	0.000353, 	0.852648
23660, 	0.000000, 	0.177981, 	0.025478, 	0.001526, 	0.854023
23661, 	0.090000, 	0.122349, 	-0.017141, 	0.001396, 	0.858088
23662, 	0.000000, 	0.136738, 	-0.064382, 	0.002012, 	0.858922
23663, 	0.100000, 	0.125293, 	-0.018848, 	0.001442, 	0.859796
23664, 	0.090000, 	0.252667, 	0.009876, 	0.002429, 	0.860365
23665, 	0.090000, 	0.214813, 	-0.015080, 	0.002300, 	0.860538
23666, 	0.090000, 	0.097461, 	-0.018709, 	0.001163, 	0.860922
23667, 	0.100000, 	0.141692, 	0.003685, 	0.001381, 	0.861115
23668, 	0.090000, 	0.103812, 	-0.007685, 	0.001116, 	0.861189
23669, 	0.100000, 	0.388934, 	-0.026660, 	0.004157, 	0.859002
23670, 	0.090000, 	0.423918, 	0.013800, 	0.004102, 	0.856455
23671, 	0.100000, 	0.353831, 	0.017645, 	0.003363, 	0.855656
23672, 	0.100000, 	0.082357, 	0.013360, 	0.000691, 	0.856622
23673, 	0.100000, 	0.202090, 	-0.077278, 	0.002795, 	0.857901
23674, 	0.100000, 	0.311964, 	-0.053414, 	0.003655, 	0.855731
23675, 	0.200000, 	0.513538, 	-0.043797, 	0.005574, 	0.850999
23676, 	0.090000, 	0.617347, 	-0.026053, 	0.006435, 	0.849600
23677, 	0.000000, 	0.249772, 	-0.121681, 	0.003715, 	0.849261
23678, 	0.000000, 	0.347642, 	-0.046049, 	0.003938, 	0.848816
23679, 	0.100000, 	0.287095, 	-0.068590, 	0.003558, 	0.848477
23680, 	0.000000, 	0.277742, 	-0.086619, 	0.003644, 	0.848334
23681, 	0.000000, 	0.152832, 	-0.043621, 	0.001965, 	0.848027
23682, 	0.090000, 	0.086098, 	-0.014842, 	0.001010, 	0.848081
23683, 	0.100000, 	0.159300, 	-0.049011, 	0.002084, 	0.848092
23684, 	0.000000, 	0.101112, 	-0.000621, 	0.001018, 	0.847758
23685, 	0.090000, 	0.151718, 	-0.005987, 	0.001578, 	0.848649
23686, 	0.090000, 	0.104912, 	-0.018873, 	0.001239, 	0.849460
23687, 	0.000000, 	0.091995, 	0.019989, 	0.000721, 	0.849994
23688, 	0.100000, 	0.263967, 	0.004189, 	0.002599, 	0.850397
23689, 	0.190000, 	0.246572, 	-0.014879, 	0.002615, 	0.854319
23690, 	0.090000, 	0.104608, 	0.006803, 	0.000979, 	0.854174
23691, 	0.000000, 	0.054613, 	0.002009, 	0.000527, 	0.853980
23692, 	0.100000, 	0.063161, 	0.003294, 	0.000600, 	0.853958
23693, 	0.100000, 	0.277455, 	0.014667, 	0.002629, 	0.852641
23694, 	0.090000, 	0.033737, 	0.001070, 	0.000328, 	0.853457
23695, 	0.090000, 	0.007765, 	0.000491, 	0.000074, 	0.853412
23696, 	0.100000, 	-0.007314, 	-0.019610, 	0.000124, 	0.851599
23697, 	0.100000, 	0.023708, 	0.002794, 	0.000210, 	0.849986
23698, 	0.100000, 	0.019582, 	0.004818, 	0.000148, 	0.849344
23699, 	0.100000, 	0.152830, 	0.008852, 	0.001441, 	0.850379
23700, 	0.100000, 	0.004728, 	0.002729, 	0.000021, 	0.852684
23701, 	0.100000, 	0.102263, 	-0.064235, 	0.001666, 	0.853627
23702, 	0.100000, 	0.007418, 	0.000697, 	0.000068, 	0.852988
23703, 	0.090000, 	0.117102, 	-0.004027, 	0.001212, 	0.853193
23704, 	0.300000, 	0.032829, 	0.001053, 	0.000319, 	0.854439
23705, 	0.100000, 	0.179419, 	-0.017634, 	0.001971, 	0.852473
23706, 	0.100000, 	0.001676, 	-0.050785, 	0.000525, 	0.852005
23707, 	0.000000, 	0.089786, 	0.002060, 	0.000878, 	0.851350
23708, 	0.090000, 	0.075109, 	-0.047975, 	0.001232, 	0.852574
23709, 	0.190000, 	0.101581, 	-0.004070, 	0.001057, 	0.847911
23710, 	0.100000, 	0.080648, 	-0.009670, 	0.000904, 	0.846409
23711, 	0.100000, 	0.084188, 	-0.074612, 	0.001589, 	0.845990
23712, 	0.100000, 	0.119637, 	0.000531, 	0.001192, 	0.843768
23713, 	0.200000, 	0.068127, 	0.013276, 	0.000549, 	0.839163
23714, 	0.000000, 	0.070285, 	-0.032006, 	0.001024, 	0.838986
23715, 	0.100000, 	0.052030, 	-0.021946, 	0.000741, 	0.839031
23716, 	0.100000, 	0.057975, 	-0.004757, 	0.000628, 	0.838300
23717, 	0.090000, 	0.035886, 	-0.025218, 	0.000612, 	0.837421
23718, 	0.300000, 	0.092944, 	0.005329, 	0.000877, 	0.836637
23719, 	0.100000, 	0.187675, 	-0.025250, 	0.002130, 	0.837144
23720, 	0.100000, 	0.118883, 	-0.019663, 	0.001386, 	0.837355
23721, 	0.100000, 	0.320919, 	-0.023181, 	0.003442, 	0.836226
23722, 	0.300000, 	0.250188, 	-0.029791, 	0.002801, 	0.836414
23723, 	0.700000, 	0.346297, 	-0.010488, 	0.003569, 	0.828902
23724, 	0.500000, 	0.176811, 	-0.039410, 	0.002163, 	0.831576
23725, 	0.000000, 	0.352889, 	-0.034552, 	0.003875, 	0.832341
23726, 	0.100000, 	0.172147, 	-0.010059, 	0.001823, 	0.834623
23727, 	0.100000, 	0.029864, 	-0.008120, 	0.000381, 	0.837084
23728, 	1.000000, 	0.180301, 	-0.062047, 	0.002424, 	0.833552
23729, 	0.200000, 	0.523680, 	-0.028067, 	0.005518, 	0.833653
23730, 	0.000000, 	0.258003, 	-0.056771, 	0.003149, 	0.834112
23731, 	0.200000, 	0.640786, 	-0.053604, 	0.006945, 	0.834354
23732, 	0.000000, 	0.296748, 	-0.056147, 	0.003530, 	0.834634
23733, 	0.100000, 	0.017060, 	-0.000163, 	0.000173, 	0.835345
23734, 	0.100000, 	0.542233, 	-0.027605, 	0.005699, 	0.836114
23735, 	0.200000, 	0.215962, 	-0.024196, 	0.002402, 	0.838600
23736, 	0.700000, 	0.763342, 	-0.063056, 	0.008265, 	0.832204
23737, 	0.300000, 	0.006164, 	-0.009191, 	0.000154, 	0.833037
23738, 	0.500000, 	0.667169, 	-0.033158, 	0.007004, 	0.832994
23739, 	0.500000, 	0.676463, 	-0.029269, 	0.007058, 	0.832697
23740, 	0.100000, 	1.380969, 	-0.040148, 	0.014212, 	0.833709
23741, 	0.200000, 	0.394705, 	-0.025172, 	0.004200, 	0.837518
23742, 	0.100000, 	1.037017, 	-0.078207, 	0.011153, 	0.839254
23743, 	0.000000, 	0.283227, 	-0.028193, 	0.003115, 	0.839720
23744, 	0.100000, 	0.527502, 	-0.110624, 	0.006382, 	0.841358
23745, 	0.100000, 	0.484296, 	-0.016197, 	0.005006, 	0.840497
23746, 	0.200000, 	0.058341, 	0.014699, 	0.000437, 	0.838417
23747, 	0.000000, 	0.151307, 	-0.055498, 	0.002069, 	0.838467
23748, 	0.100000, 	0.413134, 	-0.031021, 	0.004442, 	0.837626
23749, 	0.000000, 	0.063581, 	-0.049788, 	0.001135, 	0.838052
23750, 	0.500000, 	0.235943, 	-0.058827, 	0.002949, 	0.835085
23751, 	0.290000, 	0.118924, 	-0.051514, 	0.001705, 	0.832846
23752, 	0.200000, 	0.290496, 	-0.061749, 	0.003523, 	0.832203
23753, 	0.200000, 	0.516914, 	-0.011695, 	0.005287, 	0.829759
23754, 	0.000000, 	0.401130, 	-0.001739, 	0.004030, 	0.829915
23755, 	0.100000, 	0.236364, 	-0.007856, 	0.002443, 	0.831410
23756, 	0.090000, 	0.272428, 	-0.017721, 	0.002902, 	0.832810
23757, 	0.400000, 	0.703048, 	-0.002193, 	0.007053, 	0.833734
23758, 	0.600000, 	0.081738, 	0.015835, 	0.000660, 	0.832972
23759, 	0.500000, 	0.613849, 	-0.011630, 	0.006256, 	0.831951
23760, 	0.700000, 	0.644304, 	-0.010224, 	0.006546, 	0.832164
23761, 	0.200000, 	0.602003, 	-0.012848, 	0.006149, 	0.833359
23762, 	0.500000, 	0.379657, 	-0.010122, 	0.003899, 	0.836103
23763, 	0.300000, 	0.948745, 	-0.065848, 	0.010147, 	0.836635
23764, 	0.000000, 	0.347359, 	-0.000752, 	0.003482, 	0.836756
23765, 	0.100000, 	0.663980, 	-0.039315, 	0.007034, 	0.838809
23766, 	0.190000, 	0.129257, 	-0.033941, 	0.001633, 	0.840630
23767, 	0.200000, 	0.437726, 	-0.090077, 	0.005279, 	0.840016
23768, 	0.300000, 	0.027817, 	-0.017578, 	0.000455, 	0.839282
23769, 	0.300000, 	0.346406, 	-0.042385, 	0.003889, 	0.839885
23770, 	0.000000, 	0.393786, 	-0.117146, 	0.005110, 	0.840135
23771, 	0.000000, 	0.247534, 	-0.046561, 	0.002942, 	0.839722
23772, 	0.100000, 	0.307768, 	-0.025234, 	0.003331, 	0.838115
23773, 	0.100000, 	0.048337, 	0.029115, 	0.000193, 	0.837035
23774, 	0.000000, 	0.136927, 	-0.013205, 	0.001502, 	0.837626
23775, 	1.290000, 	0.087882, 	-0.005586, 	0.000936, 	0.828797
23776, 	1.000000, 	0.856988, 	-0.220723, 	0.010778, 	0.824396
23777, 	0.000000, 	0.739971, 	0.003439, 	0.007366, 	0.823600
23778, 	0.100000, 	0.282485, 	-0.076251, 	0.003588, 	0.824508
23779, 	0.000000, 	0.196222, 	0.000113, 	0.001962, 	0.824901
23780, 	2.000000, 	1.162978, 	-0.100278, 	0.012633, 	0.824098
23781, 	0.190000, 	0.390186, 	-0.013621, 	0.004039, 	0.825655
23782, 	0.700000, 	0.120629, 	0.001669, 	0.001190, 	0.825661
23783, 	0.000000, 	0.514101, 	-0.045820, 	0.005600, 	0.824765
23784, 	1.500000, 	0.127407, 	0.002525, 	0.001250, 	0.816745
23785, 	0.000000, 	0.329439, 	0.007123, 	0.003224, 	0.817331
23786, 	2.200000, 	0.131098, 	0.018460, 	0.001127, 	0.816748
23787, 	1.000000, 	0.393028, 	-0.077137, 	0.004702, 	0.818590
23788, 	0.100000, 	1.920293, 	-0.265718, 	0.021861, 	0.819473
23789, 	2.600000, 	3.312920, 	-0.007729, 	0.033207, 	0.813104
23790, 	0.700000, 	1.316069, 	-0.060139, 	0.013763, 	0.813870
23791, 	0.100000, 	1.342461, 	-0.201053, 	0.015436, 	0.813157
23792, 	0.100000, 	1.564889, 	-0.067300, 	0.016323, 	0.811520
23793, 	0.500000, 	0.561712, 	-0.033519, 	0.005953, 	0.808217
23794, 	2.500000, 	0.757906, 	-0.046660, 	0.008046, 	0.805940
23795, 	0.100000, 	1.843176, 	-0.099374, 	0.019426, 	0.806052
23796, 	0.900000, 	0.506912, 	-0.108440, 	0.006154, 	0.803718
23797, 	0.300000, 	0.792211, 	-0.256065, 	0.010484, 	0.801400
23798, 	0.090000, 	0.753553, 	-0.024691, 	0.007783, 	0.798510
23799, 	2.600000, 	3.514233, 	-0.047089, 	0.035614, 	0.791611
23800, 	0.400000, 	0.364114, 	-0.050268, 	0.004145, 	0.791386
23801, 	0.300000, 	0.627609, 	-0.043652, 	0.006713, 	0.791645
23802, 	0.290000, 	0.355101, 	0.008264, 	0.003469, 	0.791966
23803, 	0.100000, 	0.349502, 	-0.018988, 	0.003686, 	0.795761
23804, 	0.100000, 	0.040792, 	-0.015942, 	0.000568, 	0.799146
23805, 	2.100000, 	0.172126, 	-0.058844, 	0.002310, 	0.802200
23806, 	0.100000, 	1.191486, 	-0.134309, 	0.013259, 	0.804602
23807, 	0.590000, 	0.432083, 	-0.019360, 	0.004515, 	0.802896
23808, 	1.200000, 	0.562966, 	-0.111946, 	0.006750, 	0.799341
23809, 	1.800000, 	1.205901, 	-0.040599, 	0.012466, 	0.798372
23810, 	0.700000, 	1.831547, 	-0.171531, 	0.020032, 	0.798580
23811, 	1.290000, 	0.783941, 	-0.017883, 	0.008019, 	0.798311
23812, 	1.900000, 	0.869421, 	-0.012115, 	0.008816, 	0.806485
23813, 	0.400000, 	0.767209, 	-0.026448, 	0.007937, 	0.810723
23814, 	0.300000, 	0.312601, 	-0.087547, 	0.004002, 	0.817189
23815, 	2.600000, 	2.425251, 	-0.083403, 	0.025087, 	0.810225
23816, 	2.600000, 	3.555126, 	-0.164096, 	0.037193, 	0.811021
23817, 	2.700000, 	3.316749, 	-0.001113, 	0.033179, 	0.811392
23818, 	0.000000, 	1.594668, 	-0.029398, 	0.016241, 	0.811871
23819, 	1.900000, 	0.080803, 	-0.015192, 	0.000961, 	0.821378
23820, 	1.600000, 	0.380056, 	-0.018895, 	0.003990, 	0.808425
23821, 	0.100000, 	0.655866, 	0.142667, 	0.005133, 	0.809177
23822, 	2.100000, 	2.176617, 	-0.022776, 	0.021995, 	0.801518
23823, 	2.600000, 	3.170745, 	-0.174723, 	0.033455, 	0.803491
23824, 	2.700000, 	2.660327, 	-0.161985, 	0.028224, 	0.805299
23825, 	1.000000, 	0.510420, 	-0.034965, 	0.005455, 	0.802599
23826, 	1.400000, 	0.570087, 	-0.082603, 	0.006528, 	0.797244
23827, 	2.300000, 	2.612751, 	-0.085460, 	0.026983, 	0.795342
23828, 	0.300000, 	0.724603, 	-0.066809, 	0.007915, 	0.796200
23829, 	2.600000, 	3.348112, 	-0.032282, 	0.033805, 	0.797238
23830, 	1.400000, 	0.393193, 	-0.086978, 	0.004803, 	0.806638
23831, 	0.600000, 	0.267643, 	-0.002233, 	0.002700, 	0.805441
23832, 	0.900000, 	1.370155, 	-0.106721, 	0.014770, 	0.794807
23833, 	2.600000, 	3.092519, 	-0.182369, 	0.032750, 	0.791224
23834, 	1.700000, 	2.045661, 	-0.070172, 	0.021159, 	0.787945
23835, 	0.200000, 	1.243732, 	-0.005621, 	0.012494, 	0.792816
23836, 	0.700000, 	0.040883, 	-0.003027, 	0.000440, 	0.789814
23837, 	0.100000, 	0.097354, 	-0.019144, 	0.001166, 	0.789959
23838, 	0.100000, 	1.086799, 	-0.014620, 	0.011015, 	0.793251
23839, 	1.000000, 	0.857517, 	-0.038972, 	0.008966, 	0.788521
23840, 	0.000000, 	0.652206, 	-0.002221, 	0.006545, 	0.790030
23841, 	1.100000, 	0.605021, 	-0.004302, 	0.006094, 	0.793069
23842, 	2.300000, 	1.699989, 	-0.101043, 	0.018011, 	0.795388
23843, 	2.600000, 	3.279443, 	-0.059861, 	0.033394, 	0.790212
23844, 	0.900000, 	1.437014, 	-0.053252, 	0.014903, 	0.788246
23845, 	0.100000, 	2.055351, 	-0.105868, 	0.021613, 	0.789835
23846, 	0.500000, 	0.926240, 	-0.017838, 	0.009442, 	0.790449
23847, 	0.800000, 	0.153460, 	0.021714, 	0.001318, 	0.789815
23848, 	0.300000, 	0.075214, 	-0.018786, 	0.000941, 	0.795627
23849, 	1.000000, 	0.588240, 	-0.047841, 	0.006362, 	0.797629
23850, 	0.100000, 	0.795298, 	-0.041571, 	0.008369, 	0.796705
23851, 	1.700000, 	0.140460, 	-0.003421, 	0.001440, 	0.792911
23852, 	0.500000, 	1.089305, 	-0.093384, 	0.011828, 	0.793738
23853, 	0.000000, 	0.639118, 	-0.082903, 	0.007221, 	0.793796
23854, 	2.200000, 	0.460666, 	-0.032435, 	0.004932, 	0.784426
23855, 	0.000000, 	0.481960, 	-0.086292, 	0.005683, 	0.784698
23856, 	0.400000, 	1.189728, 	-0.056711, 	0.012465, 	0.787300
23857, 	0.200000, 	0.668641, 	-0.026934, 	0.006957, 	0.790308
23858, 	0.190000, 	0.176806, 	-0.019227, 	0.001961, 	0.790325
23859, 	0.100000, 	1.194200, 	-0.014682, 	0.012090, 	0.791300
23860, 	0.000000, 	0.333800, 	-0.058031, 	0.003919, 	0.793232
23861, 	0.100000, 	0.040476, 	-0.011480, 	0.000520, 	0.795210
23862, 	0.100000, 	0.943539, 	0.174818, 	0.007688, 	0.796729
23863, 	0.000000, 	0.326661, 	-0.009811, 	0.003366, 	0.797660
23864, 	0.600000, 	0.756366, 	-0.072133, 	0.008286, 	0.799551
23865, 	0.400000, 	0.015894, 	0.000778, 	0.000152, 	0.796650
23866, 	0.100000, 	0.028702, 	-0.014750, 	0.000435, 	0.793696
23867, 	0.100000, 	0.032351, 	-0.000978, 	0.000334, 	0.795974
23868, 	0.400000, 	0.403640, 	-0.013251, 	0.004170, 	0.796464
23869, 	0.090000, 	1.381257, 	-0.042700, 	0.014240, 	0.797698
23870, 	0.200000, 	0.719857, 	-0.033623, 	0.007536, 	0.799117
23871, 	1.900000, 	0.251604, 	-0.069879, 	0.003216, 	0.787417
23872, 	0.900000, 	0.163252, 	-0.001134, 	0.001645, 	0.784810
23873, 	2.600000, 	2.817599, 	-0.465561, 	0.032832, 	0.785002
23874, 	2.700000, 	2.625629, 	-0.080509, 	0.027062, 	0.778356
23875, 	2.600000, 	3.496426, 	-0.019760, 	0.035163, 	0.781104
23876, 	2.700000, 	3.012055, 	0.012926, 	0.029992, 	0.788215
23877, 	0.200000, 	0.116198, 	-0.090179, 	0.002065, 	0.794439
23878, 	0.800000, 	0.442006, 	-0.021132, 	0.004632, 	0.798486
23879, 	0.400000, 	0.356405, 	0.018210, 	0.003383, 	0.798529
23880, 	2.500000, 	1.683316, 	-0.117850, 	0.018012, 	0.799486
23881, 	1.500000, 	2.025621, 	-0.013757, 	0.020395, 	0.800418
23882, 	0.500000, 	1.439599, 	-0.090226, 	0.015299, 	0.808191
23883, 	1.200000, 	1.581674, 	-0.068494, 	0.016502, 	0.813874
23884, 	0.500000, 	0.429390, 	-0.100138, 	0.005296, 	0.816145
23885, 	0.400000, 	0.024971, 	0.008717, 	0.000163, 	0.811241
23886, 	0.300000, 	0.180998, 	-0.012841, 	0.001939, 	0.814456
23887, 	0.100000, 	0.038653, 	-0.000910, 	0.000396, 	0.816211
23888, 	2.600000, 	3.419369, 	-0.097280, 	0.035167, 	0.802209
23889, 	1.200000, 	0.574341, 	0.021167, 	0.005533, 	0.803889
23890, 	0.100000, 	2.106421, 	-0.194080, 	0.023006, 	0.804972
23891, 	1.000000, 	0.316265, 	-0.018616, 	0.003350, 	0.799467
23892, 	2.000000, 	0.961446, 	-0.009215, 	0.009707, 	0.806723
23893, 	2.600000, 	3.197776, 	-0.399048, 	0.035969, 	0.798695
23894, 	2.700000, 	2.640713, 	-0.238471, 	0.028793, 	0.798581
23895, 	1.400000, 	0.370453, 	-0.106220, 	0.004768, 	0.803144
23896, 	2.600000, 	3.712985, 	0.015570, 	0.036975, 	0.805128
23897, 	0.900000, 	1.236196, 	-0.124897, 	0.013612, 	0.807795
23898, 	0.100000, 	2.341652, 	-0.086582, 	0.024283, 	0.808157
23899, 	0.000000, 	0.861005, 	0.011413, 	0.008497, 	0.809348
23900, 	2.600000, 	3.716614, 	0.002856, 	0.037138, 	0.814353
23901, 	1.100000, 	0.264261, 	-0.031851, 	0.002962, 	0.819988
23902, 	2.600000, 	3.080856, 	-0.334347, 	0.034153, 	0.815380
23903, 	2.100000, 	1.124316, 	-0.065382, 	0.011898, 	0.815037
23904, 	1.400000, 	0.751449, 	-0.041932, 	0.007935, 	0.814457
23905, 	0.300000, 	0.285547, 	-0.024725, 	0.003104, 	0.816940
23906, 	0.900000, 	1.325000, 	-0.046383, 	0.013715, 	0.824904
23907, 	1.300000, 	1.170422, 	-0.026498, 	0.011970, 	0.815997
23908, 	0.200000, 	1.392653, 	-0.076674, 	0.014694, 	0.813110
23909, 	0.200000, 	0.860347, 	-0.180246, 	0.010407, 	0.813372
23910, 	0.090000, 	1.859627, 	-0.131992, 	0.019917, 	0.811445
23911, 	0.100000, 	1.684705, 	-0.168593, 	0.018534, 	0.810407
23912, 	2.500000, 	1.159180, 	-0.029020, 	0.011883, 	0.793093
23913, 	1.800000, 	2.522429, 	-0.080732, 	0.026032, 	0.790729
23914, 	2.600000, 	3.577174, 	0.032200, 	0.035451, 	0.794767
23915, 	2.700000, 	2.960363, 	-0.039550, 	0.030000, 	0.791162
23916, 	2.600000, 	3.633779, 	-0.423118, 	0.040570, 	0.791162
23917, 	0.500000, 	1.874726, 	-0.061824, 	0.019366, 	0.788237
23918, 	0.000000, 	1.151972, 	-0.048465, 	0.012005, 	0.789623
23919, 	0.300000, 	0.223676, 	-0.008455, 	0.002322, 	0.794054
23920, 	0.500000, 	0.462272, 	0.027271, 	0.004351, 	0.795618
23921, 	0.000000, 	0.628202, 	-0.018822, 	0.006471, 	0.796219
23922, 	0.000000, 	0.650260, 	-0.018192, 	0.006685, 	0.796917
23923, 	0.000000, 	0.446037, 	-0.127998, 	0.005741, 	0.797948
23924, 	0.000000, 	0.178114, 	-0.020386, 	0.001986, 	0.797278
23925, 	0.300000, 	0.847145, 	0.017067, 	0.008302, 	0.795589
23926, 	0.000000, 	0.097979, 	0.005729, 	0.000923, 	0.797435
23927, 	0.000000, 	0.230486, 	-0.000392, 	0.002310, 	0.800298
23928, 	0.000000, 	0.095142, 	-0.011877, 	0.001071, 	0.803797
23929, 	0.000000, 	0.284989, 	-0.027417, 	0.003125, 	0.807389
23930, 	0.000000, 	0.377291, 	0.002432, 	0.003749, 	0.811216
23931, 	0.000000, 	0.080679, 	0.025757, 	0.000550, 	0.814303
23932, 	0.100000, 	0.048093, 	-0.045736, 	0.000939, 	0.821957
23933, 	0.000000, 	0.052321, 	-0.007724, 	0.000601, 	0.823431
23934, 	0.100000, 	0.571293, 	-0.073658, 	0.006450, 	0.827224
23935, 	0.100000, 	0.183167, 	0.003690, 	0.001796, 	0.829315
23936, 	0.200000, 	0.321927, 	-0.040140, 	0.003621, 	0.826932
23937, 	0.090000, 	0.439021, 	-0.035292, 	0.004744, 	0.825203
23938, 	0.100000, 	0.282724, 	-0.007886, 	0.002907, 	0.823820
23939, 	0.000000, 	0.221630, 	-0.000746, 	0.002225, 	0.823777
23940, 	1.000000, 	0.838730, 	-0.079050, 	0.009179, 	0.807561
23941, 	0.100000, 	0.040404, 	0.000390, 	0.000401, 	0.807337
23942, 	0.100000, 	0.584176, 	-0.048796, 	0.006331, 	0.810913
23943, 	0.200000, 	0.774079, 	-0.030984, 	0.008051, 	0.814076
23944, 	0.200000, 	0.731968, 	-0.021941, 	0.007540, 	0.817276
23945, 	0.000000, 	0.468863, 	-0.061191, 	0.005301, 	0.819412
23946, 	0.000000, 	0.126365, 	0.009813, 	0.001166, 	0.820879
